misc/approxkl,misc/clipfrac,misc/explained_variance,misc/fps,misc/nupdates,misc/policy_entropy,misc/policy_loss,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,misc/value_loss,stats/eplenmean,stats/eprewmax,stats/eprewmean,stats/eprewmin
0.0018152395,0.0059999996,0.0034773945808410645,4086,1,1.4137589,1.445967,125,0.4894763883203268,2000,0.9477639,125.0,-0.07276353656395032,-0.09763353727484574,-0.12697410872985085
0.0018584834,0.007875,-0.025223970413208008,4529,50,0.8744759,-0.074471004,6250,20.989193024113774,100000,0.011028696,125.0,-0.024988707742409765,-0.06427869190161471,-0.13116695726990002
0.00030104676,0.0,0.0026627779006958008,4841,100,0.44381472,-0.056945805,12500,42.562623450532556,200000,0.0018521255,125.0,-0.009467804531158272,-0.021974009847529313,-0.0413415534752131
0.0006125991,0.0,-0.0050852298736572266,4653,150,0.13388732,-0.020377522,18750,64.15654199756682,300000,0.00049265334,125.0,-0.006031100738807762,-0.010610658148331906,-0.01839264880371386
0.004212007,0.046125002,0.0072296857833862305,4635,200,-0.12333787,-0.0029065032,25000,85.68377603590488,400000,0.0001825441,125.0,-0.003223383328594348,-0.005906642031221467,-0.00943510735304195
0.0004066022,0.0,-0.0012437105178833008,4646,250,-0.35735643,-0.0040756315,31250,107.44781740009785,500000,7.906644e-05,125.0,-0.0019923167874495557,-0.00368637140276574,-0.006255389728078067
0.0022057898,0.014,0.012216031551361084,4547,300,-0.5724634,0.00049439765,37500,128.85590040497482,600000,2.8347287e-05,125.0,-0.0013487387743439613,-0.002313862168417588,-0.003534739102303022
0.00020458367,0.000125,0.001576066017150879,5000,350,-0.7740699,-0.0011306742,43750,150.3525810725987,700000,1.186165e-05,125.0,-0.0008947788758436866,-0.0015274938652852727,-0.0025622736375930676
0.0024562061,0.0205,-7.891654968261719e-05,4609,400,-0.9750448,-0.0012854476,50000,172.04946132935584,800000,4.4929197e-06,125.0,-0.0005000086638694938,-0.0010342974580668633,-0.001647928571164025
5.7143436e-05,0.0,0.008789598941802979,4443,450,-1.1684084,0.00013471747,56250,193.62784255109727,900000,3.3874749e-06,125.0,-0.00041341536969521247,-0.0006945967223556627,-0.0011556882094904768
0.002003421,0.010375001,-0.05332386493682861,4858,500,-1.3640047,-0.0008214831,62500,215.11242867819965,1000000,1.4618788e-06,125.0,-0.0002742775443823869,-0.0004726472065240886,-0.0007367409209528357
7.173565e-05,0.0,-0.017873764038085938,4740,550,-1.5573581,-0.00028579193,68750,236.7373680472374,1100000,5.9956324e-07,125.0,-0.00018955498244856,-0.0003205308347309202,-0.0005185651005231652
0.0020191746,0.011,-0.01666080951690674,4537,600,-1.7441912,-0.00018991459,75000,258.3895612452179,1200000,2.9071543e-07,125.0,-0.00013273806173971341,-0.00021604383014846954,-0.0003441164183372861
6.932364e-05,0.0,-0.0277937650680542,4794,650,-1.9348581,-0.00018707718,81250,280.0241096261889,1300000,3.545705e-07,125.0,-9.105723395487158e-05,-0.00015038165540689008,-0.0002366274362280951
0.00020280709,0.000125,-0.3061065673828125,4545,700,-2.123816,-0.00015290617,87500,301.6333726942539,1400000,9.400606e-07,125.0,-5.793495568984924e-05,-0.0001024798968842612,-0.00015929124150182574
0.0022146278,0.020124998,-0.03234207630157471,4566,750,-2.308851,-0.00014503855,93750,323.2956788763404,1500000,5.7475876e-07,125.0,-4.0178112517889226e-05,-7.015337430872447e-05,-0.0001176326566347517
0.00016201608,0.0,-0.08223605155944824,4381,800,-2.4925883,-2.3365608e-05,100000,344.97561378777027,1600000,3.3494285e-08,125.0,-3.085708110097794e-05,-4.8815850926205664e-05,-7.752841861470694e-05
0.0035713054,0.038999997,-0.12263154983520508,4556,850,-2.6706233,-3.1593598e-05,106250,366.364083327353,1700000,7.295906e-08,125.0,-1.7818725393118824e-05,-3.3579805449949465e-05,-5.548006226446904e-05
0.0027955188,0.019374998,-0.15031206607818604,4861,900,-2.85832,0.00010567213,112500,387.94247043319046,1800000,5.4809856e-08,125.0,-1.4183228695826692e-05,-2.366936970340167e-05,-3.866752965613335e-05
0.002682472,0.029,-0.344287633895874,4515,950,-3.0364208,8.971611e-06,118750,409.4665515348315,1900000,3.487325e-08,125.0,-9.652982001676229e-06,-1.6232948294369526e-05,-2.7145225194265e-05
0.0013089885,0.009375,-1.0774524211883545,4703,1000,-3.2149456,-4.178017e-05,125000,431.0353437419981,2000000,9.857729e-08,125.0,-6.815119092873816e-06,-1.145072742402356e-05,-1.784126608479846e-05
0.003414931,0.034125,-1.8216273784637451,4584,1050,-3.3903656,-2.3139546e-05,131250,452.7115847002715,2100000,2.2538721e-08,125.0,-5.050597372991546e-06,-7.93979041366056e-06,-1.3332346553606305e-05
0.0021736994,0.019625,-2.03218674659729,4628,1100,-3.5513487,-7.429061e-06,137500,474.29553900286555,2200000,6.147823e-08,125.0,-3.4368746356360778e-06,-5.714180074160351e-06,-8.96098255558959e-06
0.0020308031,0.015249999,-3.1961045265197754,4907,1150,-3.7120097,-2.4705272e-05,143750,495.9032049756497,2300000,1.5124835e-08,125.0,-2.6362322937384577e-06,-4.154318528322247e-06,-6.5087417275427214e-06
0.006725002,0.08475,-1.8628079891204834,4593,1200,-3.8585532,5.024078e-05,150000,517.3995445519686,2400000,1.3684111e-07,125.0,-1.9271389769148914e-06,-3.0394170102167944e-06,-4.492694758395965e-06
