eplenmean,eprewmax,eprewmean,eprewmin,explained_variance,fps,nupdates,policy_entropy,policy_loss,total_timesteps,value_loss
125.0,-0.08102548393671549,-0.10268975439710956,-0.13057853656575225,0.0013275742530822754,7020,1,1.4189425706863403,-0.22970551252365112,2000,0.4998895823955536
125.0,-0.06297365375281318,-0.09526387631201122,-0.1358006912882321,-0.018947362899780273,9813,50,1.3699249029159546,-0.21855823695659637,100000,0.504118800163269
125.0,-0.05828119379492758,-0.08577047888310782,-0.11939620322846775,0.05219393968582153,9724,100,1.3199350833892822,-0.19987356662750244,200000,0.48386242985725403
125.0,-0.049528633502002234,-0.07887344593366917,-0.11258983348298325,0.02821934223175049,9563,150,1.2702354192733765,-0.22895443439483643,300000,0.4798436760902405
125.0,-0.047324567941744035,-0.07064492294781453,-0.1008607378832428,0.03761458396911621,9610,200,1.2214452028274536,-0.19037576019763947,400000,0.47166553139686584
125.0,-0.0413496294506068,-0.06450496569893129,-0.10075829346829852,-0.2272857427597046,9617,250,1.1732151508331299,-0.15415427088737488,500000,0.5049968957901001
125.0,-0.036546566469649204,-0.05885922382585512,-0.08405858058621715,-0.13828468322753906,9632,300,1.122829794883728,-0.1691926270723343,600000,0.4861622750759125
125.0,-0.0339853056859501,-0.05253432122775052,-0.07736036097845544,-0.5902419090270996,9651,350,1.0738837718963623,-0.1788720339536667,700000,0.48660188913345337
125.0,-0.032589171641340925,-0.04921371911629263,-0.07013258533513099,-0.5369772911071777,9663,400,1.0296592712402344,-0.11695078760385513,800000,0.46455639600753784
125.0,-0.029313706196201005,-0.04567021434466021,-0.06497260687138046,-0.2029097080230713,9655,450,0.9857785701751709,-0.16025449335575104,900000,0.45292243361473083
125.0,-0.02844233878626447,-0.04140410459316585,-0.055890625646660086,-0.18924236297607422,9663,500,0.9496645331382751,-0.12277384847402573,1000000,0.3425593376159668
125.0,-0.025708662608740006,-0.04177196556635867,-0.06373526113199614,-0.4026525020599365,9652,550,0.9233399033546448,-0.10189371556043625,1100000,0.3110409677028656
125.0,-0.026003432785724635,-0.04035591381438323,-0.05687634706517258,-0.9140558242797852,9637,600,0.8930249810218811,-0.0856652483344078,1200000,0.40558549761772156
125.0,-0.021290020186524736,-0.035267688835591636,-0.0583864411346072,-0.7389508485794067,9656,650,0.8541674017906189,-0.08800981938838959,1300000,0.3760357201099396
125.0,-0.024174243642993646,-0.03677273025347891,-0.05233721587746965,-0.4229484796524048,9669,700,0.8282585740089417,-0.05321405827999115,1400000,0.3435502052307129
125.0,-0.025327730231207796,-0.03658258889279703,-0.05094778153692456,-0.2829766273498535,9678,750,0.8010855317115784,-0.015577134676277637,1500000,0.32464495301246643
125.0,-0.02056950116290929,-0.03500887153908442,-0.053259247157499176,-0.8922690153121948,9692,800,0.7701985239982605,-0.18126288056373596,1600000,0.41995543241500854
125.0,-0.018203677864058243,-0.027674434817077764,-0.04130235606276153,-0.35703015327453613,9697,850,0.7379708290100098,-0.10884807258844376,1700000,0.35843321681022644
125.0,-0.018311375278304506,-0.02934733820607643,-0.04420521000766164,-0.11211609840393066,9710,900,0.7148131728172302,-0.10077390819787979,1800000,0.2673429250717163
125.0,-0.019630762233078598,-0.030727645097557918,-0.05015470043866771,-0.508650541305542,9717,950,0.6906695365905762,-0.048608727753162384,1900000,0.3653205335140228
125.0,-0.01987433748769886,-0.02910221214280438,-0.040918503849269115,-1.264281988143921,9728,1000,0.661483645439148,-0.08082801848649979,2000000,0.3629343807697296
