misc/approxkl,misc/clipfrac,misc/explained_variance,misc/fps,misc/nupdates,misc/policy_entropy,misc/policy_loss,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,misc/value_loss,stats/eplenmean,stats/eprewmax,stats/eprewmean,stats/eprewmin
0.009602205,0.115375,0.0012176036834716797,1886,1,2.8424828,-0.0055974685,125,1.0602740161120892,2000,551.20044,109.8125,-0.016450805672948692,-1.2960367626440354,-4.586870480410368
0.00661619,0.083625,0.8168988972902298,2479,50,2.8141294,-0.0044069197,6250,47.35397685319185,100000,28.350758,117.5975,1.1465711069886848,-0.3531489968573877,-4.586870480410368
0.020930046,0.21649998,0.8751101344823837,2173,100,2.7674558,0.021834629,12500,95.33086008764803,200000,72.234665,122.68375,1.4111717177971632,0.48550548828450957,-1.4298524449566234
0.051157594,0.38150004,0.9741386659443378,1751,150,2.7501066,0.026186556,18750,143.61580145172775,300000,16.575336,118.7125,1.6283419181929348,0.46232727420939596,-2.6465554036818157
0.08485759,0.39674997,0.9961056027095765,2537,200,2.7996697,0.034144185,25000,191.89010676927865,400000,1.8246715,124.67,1.6926081204573515,0.7796310773948173,-1.6245461807751855
0.026374046,0.26125,0.9970765833277255,1888,250,2.7842512,0.012146105,31250,240.0808121599257,500000,2.5821931,125.96625,1.4042034981916267,0.9298930481328997,0.009323636527877056
0.03395631,0.29675,0.9974837279878557,2247,300,2.6703024,0.011653282,37500,288.5816197190434,600000,1.6081384,125.9975,1.4383770174954553,0.9790874087847211,0.37539523877336434
0.048244786,0.36425,0.9630165621638298,2471,350,2.5560343,0.0141402725,43750,336.6305369604379,700000,32.168365,125.78125,1.4476373451565043,0.9792823657500178,-0.11705612265318184
0.028789582,0.2935,0.9980302869807929,2065,400,2.5137184,0.013949997,50000,385.3852081410587,800000,2.4578898,123.56,1.604636889412003,0.9821373189459252,-0.46502215396228674
0.024790315,0.241,0.9959484841674566,2429,450,2.4462738,0.0019652848,56250,433.4158877842128,900000,4.203287,124.92375,1.5939682703040388,1.0211545273738567,-0.39794911246486553
0.02145312,0.22687502,0.9985832556849346,1761,500,2.5084229,0.0036451684,62500,482.02384153194726,1000000,1.6569395,125.87125,1.5823116833880637,1.033508762737108,0.11065993868329241
0.03936717,0.33437502,0.9882251350209117,2564,550,2.3984582,0.008334362,68750,530.0502704530954,1100000,9.496446,125.47,1.6348341572573135,1.0621464314903877,-0.06289536071949517
0.050560277,0.37837502,0.9968425035476685,1735,600,2.4292147,0.014035153,75000,578.449031105265,1200000,2.280821,125.3275,1.6303285014342814,1.0674643653497706,-0.36723932991131875
0.017842548,0.21362501,0.998918758938089,2476,650,2.375853,-0.0050398177,81250,626.5000053439289,1300000,0.6957046,125.8925,1.532631534354218,1.0640043833506558,0.16546800045686444
0.066576,0.43412498,0.9985956598538905,1743,700,2.3857548,0.026580945,87500,674.9810281489044,1400000,1.0236131,124.90625,1.662535858599188,1.053179914114852,-0.36532938600160414
0.04660619,0.3515,0.9966497339773923,2284,750,2.3994024,0.011858153,93750,723.1102174241096,1500000,3.147715,125.47125,1.660578968444054,1.083127067633294,-0.3243557804552209
0.03427606,0.3045,0.999010723317042,2130,800,2.3206854,0.0015386728,100000,771.2654939033091,1600000,0.79282004,125.31,1.5755940213728794,1.0556100638209414,-0.1896319291011173
0.038798224,0.31862503,0.9758387021720409,1814,850,2.224239,0.0029825284,106250,819.5207961238921,1700000,17.393034,125.66125,1.6374347941143512,1.0805112214785437,0.12109744636600626
0.09972964,0.5055001,0.9991375830722973,2284,900,2.1872826,0.029953724,112500,867.5653498712927,1800000,0.6110554,125.905,1.5762185391725336,1.0694052718361666,0.2845305153132737
0.030376073,0.268125,0.9986572304042056,2171,950,2.165838,-0.0013504175,118750,915.6853580269963,1900000,1.4363732,124.795,1.649167386739333,1.0445638613495347,-0.23031453373754254
0.065771736,0.42174998,0.9990180399036035,1769,1000,2.1032653,0.013339882,125000,963.8587342109531,2000000,0.7394377,125.64,1.5721430596524195,1.0335808480519197,-0.28205417377678105
0.040836904,0.34537497,0.9960354282520711,1967,1050,2.034115,0.00014371851,131250,1011.9500766787678,2100000,2.197182,125.7625,1.5452675345688351,1.0239006871677303,-0.007117889233106012
0.027048038,0.24237502,0.9987295839237049,1779,1100,2.0103567,-0.010679921,137500,1059.5193854924291,2200000,1.0316513,126.0,1.5182119064198927,1.0061205304517198,0.44759186228196585
0.06531775,0.41712496,0.9980938704684377,2226,1150,2.0571306,0.017043537,143750,1107.4103185161948,2300000,1.616614,125.63375,1.5162967844061679,1.017761394832442,-0.5419149689456663
0.07599362,0.45462498,0.9980685727205127,2492,1200,2.0239735,0.020368453,150000,1155.1257191598415,2400000,1.5750424,124.955,1.537845524356599,1.016216996108092,-0.20065553906180306
0.07663979,0.40750003,0.9988074500579387,2546,1250,2.0212328,0.0200488,156250,1202.8729336448014,2500000,1.1249255,126.0,1.4309021700799023,1.0033380964376724,0.5691955667266939
0.050171565,0.34637502,0.9986165281152353,2514,1300,2.0673897,-0.0019604815,162500,1250.6545603573322,2600000,1.2674433,125.97375,1.5103048304588422,0.9733157594286631,-1.3437562997773123
0.04846778,0.33625,0.9986729611409828,1771,1350,2.0988865,0.0019805029,168750,1298.7490499000996,2700000,1.1756501,126.0,1.4445528130491843,0.959968063501973,0.1208310540779818
0.023446051,0.23824999,0.9826751202344894,1974,1400,2.202225,-0.0056316555,175000,1346.8435902446508,2800000,16.151676,125.37,1.4735638513651748,1.04977322342926,-0.26862949284026144
0.059294175,0.40524998,0.9830792006105185,2470,1450,2.2623498,0.0039407113,181250,1394.7320700511336,2900000,17.83449,122.4725,1.5505136367960866,0.9868701264277892,-0.5928238058896047
0.034295876,0.307875,0.9484620615839958,2086,1500,2.2904632,0.0021493027,187500,1442.930374333635,3000000,57.545044,124.59375,1.621913917326809,1.074948316691536,-0.42581336229954975
0.09919063,0.45275003,0.9854910811409354,1957,1550,2.2385838,0.008350621,193750,1491.4219789132476,3100000,14.346543,123.52,1.5049466840454393,1.0475516008452443,-0.4649271262773849
0.06435932,0.42275,0.99847295449581,2541,1600,2.1313534,0.011277937,200000,1539.4139000643045,3200000,1.4267077,124.2825,1.5222409710581022,1.0541050404384824,-0.6068340421337237
0.05341875,0.400375,0.9987956142285839,1737,1650,2.178432,-8.879346e-06,206250,1588.0291932485998,3300000,0.9851096,125.28875,1.6663777003476499,1.0978343971050148,0.1002633705781008
0.0456288,0.33374995,0.9984903921140358,2524,1700,2.2779822,-0.0075305845,212500,1636.2009673565626,3400000,0.98162436,125.8725,1.5994594326471792,1.091846106807016,0.2228230125942554
0.052811332,0.379375,0.9981236036401242,1768,1750,2.1771064,-0.00705521,218750,1684.6459717769176,3500000,1.1901485,125.93625,1.5958114855703946,1.0599473126644625,0.28540268660252743
0.14214264,0.543625,0.9216112494468689,2492,1800,2.1014519,0.022707924,225000,1732.7047145161778,3600000,46.659286,124.91375,1.5384773523559323,0.9985130364663891,-0.08397137624243674
