misc/approxkl,misc/clipfrac,misc/explained_variance,misc/fps,misc/nupdates,misc/policy_entropy,misc/policy_loss,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,misc/value_loss,stats/eplenmean,stats/eprewmax,stats/eprewmean,stats/eprewmin
0.0008829994,0.0025,-0.014493823051452637,7588,1,1.4124073,1.4299675,125,0.26354592479765415,2000,0.95588124,125.0,-0.08166971865864017,-0.0994845951776465,-0.12348489025437659
4.2535477e-05,0.0,-0.07790672779083252,9350,50,0.81991905,-0.14966321,6250,9.808183951303363,100000,0.012974769,125.0,-0.021531735364933965,-0.05853654263715139,-0.12348489025437659
0.00010806534,0.0,-0.03635203838348389,10860,100,0.4271568,-0.03443332,12500,20.078022992238402,200000,0.0015854272,125.0,-0.010169278623458679,-0.020624584752489197,-0.039659326200172214
0.00118287,0.0025,-0.03280973434448242,9202,150,0.12545045,-0.0045908876,18750,30.36861546523869,300000,0.00046805266,125.0,-0.005781120470535258,-0.01034889013951248,-0.017264733881357366
0.0014239897,0.007375,-0.014891266822814941,9165,200,-0.12407833,-0.00015478556,25000,40.78034509345889,400000,0.00020629483,125.0,-0.0033204493490714753,-0.005882951480119116,-0.009989920605244604
0.00093714404,0.000875,0.0007825493812561035,10768,250,-0.35686365,-0.0014557637,31250,51.04646474868059,500000,9.1589754e-05,125.0,-0.0021316587935619356,-0.0036422523096173243,-0.006044239903878953
0.0020336534,0.005875,0.030169129371643066,9321,300,-0.5676835,-0.0028924812,37500,61.3638524543494,600000,3.1780175e-05,125.0,-0.0012133362143830167,-0.0023348889667798908,-0.003653241223069205
0.0016151465,0.008,0.005871593952178955,9052,350,-0.77512467,-0.0008565589,43750,71.79367522709072,700000,1.0837956e-05,125.0,-0.0009130996649008942,-0.0015384790440665674,-0.002786036282948751
0.0011833651,0.003125,-0.015135526657104492,10973,400,-0.9692379,-0.00059635565,50000,82.0891209281981,800000,6.811552e-06,125.0,-0.0005673622638894615,-0.0010247277621023398,-0.0016184837467311118
0.0020838836,0.015625,-0.04188895225524902,9179,450,-1.1636268,-0.0002986699,56250,92.41710957698524,900000,4.079453e-06,125.0,-0.0004204314486502228,-0.0006989471195950754,-0.0011210422217123488
0.0018996545,0.00825,-0.06261992454528809,9207,500,-1.355666,-0.0009536598,62500,102.75856530293822,1000000,3.3433219e-06,125.0,-0.0002858486570254675,-0.00047484538131298715,-0.0007541249833787618
